Codigo,Clave,Descripcion,Adelitas,Adelitas,San Agustin,San Agustin,Matriz,Matriz,Berriozabal,Berriozabal,H Ilustres,H Ilustres
Codigo,Clave,Descripcion,Inv,Class,Inv,Class,Inv,Class,Inv,Class,Inv,Class
021272-5,BER PVS1272-5,BASE BERELEX S-SATIN 1272 / 21272 TINT,4,C,2,Sin Mov,0,B,0,Sin Mov,3,C
21800,TRU LLCR-14P,CRUZETA P/AUTOMOVIL 14 LLCR-14P PRETUL,4,Sin Mov,2,C,1,B,3,Sin Mov,0,Sin Mov
17127,TRU COAZ-1 1/8,CORTACIRCULOS C/DIAMANTE CORTES FINOS 2,4,Sin Mov,2,C,3,B,2,C,0,Sin Mov
001523-5,BER 1523-5,PINTURA P/ALBERCA BLANCA 1523 4 LTS.,4,Sin Mov,2,C,1,A,1,C,2,C
15030,TRU JJ-4,JGO. DE HERRAMIENTAS P/JARDIN 4 PZAS JJ-,4,C,2,C,0,A,1,B,0,Sin Mov
21254,TRU BAS-50P,BASCULA ROMANA PRETUL BAS- 50P 50 KG.,4,Sin Mov,2,C,2,B,3,B,0,Sin Mov
11098,TRU PIPI-400,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-400,3,C,2,B,3,A,1,B,2,C
14232,TRU PPE-300,PINZA PORTA ELECTRODO DE 300A. TRUPER PP,4,Sin Mov,2,B,3,B,2,C,0,Sin Mov
22931,TRU SP-18,SERROTE PRETUL 18 SP-18,4,C,0,A,3,A,2,C,0,Sin Mov
49610,TRU A-907,PORTAVASOS A-907 FOSET BASIC CEPILLERO M,4,Sin Mov,3,B,3,B,2,Sin Mov,0,Sin Mov
22971,TRU JGO-PIN5,JGO. DE HERRAMIENTA 5 PZAS. JGO-PIN5 PRE,4,Sin Mov,0,C,0,A,2,C,0,Sin Mov
15590,TRU LL-2008,LLAVE COMBINADA(STANDAR) LL-2008 (LL-120,4,C,10,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
15025,TRU FF-7528,FLEXOMETRO 7.5 MTS. FF-7528 TRUPER EXPE,4,C,3,C,0,A,0,Sin Mov,0,Sin Mov
14367,TRU SOL-95/5,SOLDADURA TRUPER 95/5 3MM ROLLO 450G. P,4,Sin Mov,1,C,3,A,1,B,0,Sin Mov
,TRU CT-608MX,CEPILLO TRUPER D/ALAMB. COPA TRENZADO CT,4,Sin Mov,0,Sin Mov,0,A,2,B,0,Sin Mov
15598,TRU LL-2024,LLAVE COMBINADA(STANDAR) LL-2024 (LL-122,4,C,5,B,3,B,0,Sin Mov,0,Sin Mov
14190,TRU CATR-4E,CEPILLO TRUPER D/ALAMB. CIRC. TRENZADO 4,4,C,0,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
14085,TRU PIPI-320,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-320,4,Sin Mov,2,B,2,B,0,B,0,Sin Mov
100518,TRU SN-CU16,CUÑAS P/NIVELACION DE AZULEJOS 100 PZAS.,4,C,4,A,0,A,0,B,0,Sin Mov
20218,TRU JD-4BP,DESARMADOR DE 4 PZAS. JD-4BP PRETUL OFE,4,C,4,A,0,A,0,B,0,Sin Mov
10566,TRU CAS-AX,CASCO DE SEGURIDAD ALA ANCHA CAS-AX AMAR,4,C,3,B,0,A,4,B,0,Sin Mov
17527,TRU CATR-4ES,CEPILLO TRUPER D/ALAMB. CIRC. TRENZADO 4,4,C,0,B,0,A,0,Sin Mov,0,Sin Mov
48624,TRU RO-221,RODAJA FIERO RO- 221 D/POLIETILENO 2 C/P,0,C,0,B,0,A,0,B,0,Sin Mov
17546,TRU CAU-45,CAUTIN TRUPER T/LAPIZ 45W/120V CAU-45,4,C,3,B,1,A,4,B,0,Sin Mov
43444,TRU CL-40LX2,CANDADO HERMEX CL-40LX2 LATON 40MM 2 PZA,4,Sin Mov,3,B,2,A,0,B,0,Sin Mov
15158,TRU GU-665,GUANTE TRUPER GU-665 USO AUTOMOTRIZ,4,C,1,A,1,B,0,Sin Mov,0,Sin Mov
1962,DIA 850 1/4,RESISTOL 850 .250 1/4 LTO.,4,C,1,A,9,A,7,A,0,Sin Mov
46956,TRU SUB-900L,LAMPARA SUB. SUB-900L SOLAR LED 4W C/SEN,4,Sin Mov,0,C,1,A,2,B,0,Sin Mov
19017,TRU MAN-AP-15-3/8,MANGUERA P/AIRE ALTA PRE. 3/8X15 MTS.MAN,4,Sin Mov,0,Sin Mov,1,A,0,Sin Mov,0,Sin Mov
12725,TRU CULI-5X,CUCHILLO P/LINOLEO CURVO ABATIBLE D/18CM,4,C,2,A,2,A,0,C,0,Sin Mov
66074,TRU PARAG-95,PARAGUAS TRUPER PARAG-95,4,C,3,B,1,A,8,A,0,Sin Mov
18473,TRU T-18,TIJERA P/PODAR T- 18 T/AMERICANO TRUPER,4,Sin Mov,1,B,2,A,1,B,0,Sin Mov
QO230,CRE QO230,UNIDAD QO 230,4,C,2,A,1,A,4,B,0,Sin Mov
43339,TRU CA-65LX,CANDADO HERMEX CA-65LX ACERO 65MM GL,3,C,3,B,3,A,10,A,0,Sin Mov
22625,TRU PPC-7P,PINZA DE PUNTA Y CORTE 7 PPC-7P PRETUL,4,C,1,B,8,A,7,B,0,Sin Mov
,TRU EMP-201LC,LAMPARA EMP-201IL D/EMPOTRAR 60 LED 12,4,C,0,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
12444,TRU JPM-5X,PIEDRAS MONTADAS TRUPER JPM- 5X,4,C,0,Sin Mov,2,A,0,Sin Mov,0,Sin Mov
20603,TRU CHP-16CP,CAJA P/HERRAMIENTA 16 CHP-16CP PRETUL,4,Sin Mov,3,B,2,A,0,Sin Mov,0,Sin Mov
007323-5,BER 007323-5,PINTURA ESMALTE QUALIK BLANCO 7323 4 LT,4,Sin Mov,0,Sin Mov,4,B,0,Sin Mov,0,Sin Mov
40128,TRU GRA-1-1/2G,GRAPA GALVANIZADA P/ALAMBRE DE PUAS 38MM,0,Sin Mov,0,Sin Mov,0,B,1.87,Sin Mov,0,Sin Mov
CUR19,CRE CUR 19,CONECTOR USO RUDO 19MM 3/4,14,B,10,B,2,A,36,Sin Mov,0,Sin Mov
44972,TRU GRI-5/8,GRILLETE FIERO 16 5/8 P/2950 KG. GRI-5/8,0,Sin Mov,3,C,1,B,6,C,0,Sin Mov
49405,TRU AQA-76,TOALLERO FOSET AQUA D/BARRA AQA-76,0,Sin Mov,3,Sin Mov,1,B,5,Sin Mov,0,Sin Mov
15537,TRU ZC-430N,ZAPATO INDLS. C/CASQUILLO TRUPER ZC-430N,0,Sin Mov,1,C,0,A,1,Sin Mov,0,Sin Mov
49575,TRU R-204,REGADERA FOSET ELEMENT R-204 REDONDA D.4,0,Sin Mov,3,Sin Mov,3,B,4,Sin Mov,0,Sin Mov
000836-5,BER 836-5,PINTURA VINIL BERELINTE 836 4 LTS.,2,B,3,C,1,A,3,C,5,C
49771,TRU AEF-82,MEZCLADORA FOSET AERO AEF-82 MONOMANDO P,0,Sin Mov,3,Sin Mov,3,A,3,C,0,Sin Mov
,TRU AEM-41,MEZCLADORA FOSET AERO AEM-41 P/LAVABO NA,0,Sin Mov,3,Sin Mov,1,A,3,Sin Mov,0,Sin Mov
000634-5,BER 634-5,PINTURA ESMALTE SUMMA 634 4 LTS.,0,C,3,C,1,B,3,C,0,Sin Mov
PSV-F005,COF PSV-F005,PAQ. COFLEX PSV-F005 P/INSTALACION FREGA,0,Sin Mov,3,C,2,A,2,C,0,Sin Mov
15741,TRU LL-2024X,LLAVE COMB(STANDARD) T/MATRACA LL-2040X(,0,Sin Mov,3,Sin Mov,2,B,2,Sin Mov,0,Sin Mov
27031,TRU DID-340P,PRETUL DID- 340P DISCO 4 DIAMANTE RIN SE,1,B,2,C,3,A,2,C,0,Sin Mov
14500,TRU EX-P3,EXTRACTOR DE POLEAS 3 EX-P3 TRUPER,0,Sin Mov,3,C,3,B,1,C,0,Sin Mov
21995,TRU J-129M,LLAVES 9 PZAS. COMBINADA MM J-129M/J-20,0,Sin Mov,3,Sin Mov,2,B,1,C,0,Sin Mov
10672,TRU BROU-MACH7/8X,BROCA P/RAUTER BROU-MACH7/8X P/MACHIMBRA,0,Sin Mov,3,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
16861,TRU ML-24,MARTILLO LADRILLERO 24 OZ. ML-24 TRUPER,0,Sin Mov,3,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
10555,TRU ATJ-KID,AZADON P/NIÑOS MANGO 42 ATJ-KID,0,Sin Mov,3,C,1,A,0,C,0,Sin Mov
C-100,EBT C-100,FREG. L.CLASICA 1 TARJA 0.48X0.51CM C-10,0,Sin Mov,3,C,1,A,0,Sin Mov,0,Sin Mov
14978,TRU LE-3M,HACHA 3 LBS. LABOR ENTERA LE-3M C/MANGO,0,B,3,Sin Mov,2,A,0,Sin Mov,0,Sin Mov
101910,TRU FIL-HILA,FILTRO DE AGUA PARA HILA-1500/HILA-1800,0,Sin Mov,2,C,2,A,2,B,0,Sin Mov
102336,TRU MAS-PLE-V,MASCARILLA RESPIRADOR PLEGABLE N95 TRUPE,0,Sin Mov,3,C,2,A,0,C,0,Sin Mov
19392,TRU PAD-7,PINTA PAD 7 P/ACABADOS 9 X 18CM PAD-7 TR,0,B,3,C,2,A,4,B,8,B
15600,TRU LL-2028,LLAVE COMBINADA(STANDAR) LL-2028 (LL-122,0,Sin Mov,3,C,1,B,0,Sin Mov,0,Sin Mov
18520,TRU TH-7,TIJERA TRUPER P/HOJALATERO 7 TH- 7,0,Sin Mov,3,C,2,A,0,Sin Mov,0,Sin Mov
11477,TRU BROU-RB 11/4X,BROCA P/RAUTER BROU-RB1-1/4X REBAJADORA,0,Sin Mov,3,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
79 1 1/2,RUG 79 11/2,VALVULA CHECK COLUMPIO 38MM 1 1/2 FIG.79,0,Sin Mov,3,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
3886,DIA CM-1LF,CANDADO MASTER 1-LF GANCHO LARGO,0,Sin Mov,3,Sin Mov,0,B,0,Sin Mov,0,Sin Mov
3892,DIA CM-3LHMX,CANDADO MASTER 3-ESPDLH GANCHO LARG,0,Sin Mov,3,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
XG24435-SA,VALE XG24435-SA,CHAMARRA NAVY NORTE AZUL T-S,0,Sin Mov,3,C,0,B,0,Sin Mov,0,Sin Mov
46881,TRU MR-100M,JUEGO DE 2 MANERALES HEX. METALICO NEGRO,0,Sin Mov,3,C,1,B,0,Sin Mov,0,Sin Mov
100173,TRU GA-MA-N,GANCHO PLASTICO P/MANGUERA DE JARDIN TRU,0,Sin Mov,3,C,3,A,0,Sin Mov,0,Sin Mov
GR-M300,COF GR-M300,MEZCLADORA COFLEX GR-M300 MONOMANDO P/RE,0,Sin Mov,3,C,3,B,0,Sin Mov,0,Sin Mov
GA-014,COF GA-014,TOALLERO COFLEX GA-014 D/ARGOLLA,0,Sin Mov,3,Sin Mov,2,B,0,Sin Mov,0,Sin Mov
227777,CGM MLLUA,MANGUERA DE LLENADO 015-14 X 1.70 M. ALB,0,Sin Mov,3,C,0,B,0,Sin Mov,0,Sin Mov
17080,TRU MAN-AP-10-1/4,MANGUERA P/AIRE ALTA PRE. 1/4X10 MTS. MA,0,Sin Mov,3,Sin Mov,3,A,0,C,0,Sin Mov
23-RI,RUG 23-RI,MEZCLADORA FIG.23-RI P/LAVABO,0,Sin Mov,3,C,2,A,0,Sin Mov,0,Sin Mov
69-R,RUG 69-R,LLAVE MINGITORIO RUGO 1/2 X 1/2 C/RESORT,0,Sin Mov,3,Sin Mov,2,A,0,Sin Mov,0,Sin Mov
MW2005,HIM MW2005,BIDON DOGOTOUL M8500 P/DISEL 5.3 GLNS.,0,Sin Mov,3,C,3,A,0,C,0,Sin Mov
ASIN-1856,DAN ASIN-1856,ASIENTO P/BAÑO ANBEC ROSA ASIN-1856,0,Sin Mov,3,C,0,B,0,Sin Mov,0,Sin Mov
15887,TRU T-460-22P,MACHETE PULIDO STD. T-460-22P 22 TRUPER,0,B,4,A,22,A,4,A,2,C
22235,TRU ROD-100,RODILLERA PRETUL D/ESPUMA ROD-P,2,A,2,A,0,A,2,B,3,C
48051,TRU ER-30X16,VOLTECK EXTENCION USO RUDO 30 MTS. ER-30,0,B,2,A,1,A,0,B,3,C
19014,TRU MAN-PI-10-1/4,MANGUERA P/AIRE ARMADA BAJA PRES.1/4X10,1,B,5,A,4,A,2,B,3,Sin Mov
22291,TRU MO-10E,MARTILLO D/UÑA CURVA 10 OZ.PRETUL MO-10E,2,B,0,A,1,A,0,A,3,C
17610,TRU HLB-105,HILO P/DESBROZADORA 2.7MM X 63MTS HLB-10,4,B,2,A,0,A,5,A,3,C
19000,TRU PIPI-26,PISTOLA P/PINTAR TRUPER PIPI-26 BAJA PRE,2,B,1,A,2,A,2,B,3,C
000837-5,BER 837-5,PINTURA VINIL BERELINTE 837 4 LTS.,0,B,1,A,0,A,1,B,1,C
000803-5,BER 803-5,PINTURA VINIL BERELINTE 803 4 LTS.,4,B,1,B,12,A,5,B,3,C
102461,TRU REV-12,REVOLVEDOR P/PINTURA ZANCO 1/2 REV-12 60,1,B,2,B,3,A,0,B,3,C
12398,TRU LLA-16,LLANA DE CANTO 16 C/10 REMACHES TRUPER L,0,Sin Mov,0,Sin Mov,3,A,0,Sin Mov,3,Sin Mov
103232,TRU ROD-400,RODILLERAS IMPERMEABLES TRUPER ROD-400,0,Sin Mov,0,Sin Mov,2,A,0,Sin Mov,3,C
18658,TRU SCR-4D,RASPADOR DE 4 C/MANGO D DE 42 TRUPER,0,B,0,Sin Mov,3,A,3,C,2,C
43913,TRU PEPU-23,GANCHO PERCHERO PEPU-23 CROMO MATE HERME,10,C,14,C,0,A,1,C,0,Sin Mov
101147,TRU BS-1/2X24,BROCA SDS TRUPER 13 BS-1/2X24 P/CONCRETO,0,C,0,Sin Mov,3,B,3,C,0,Sin Mov
12190,TRU CL-3 1/2X8,CINCEL LADRILLERO CL-3 1/2 X 8 3 1/2 X 8,0,Sin Mov,0,Sin Mov,3,B,3,C,0,Sin Mov
19987,TRU BACO-140,BARRETA AGRICOLA C/ESCOPLO BACO-140 TRUP,0,Sin Mov,0,Sin Mov,2,B,3,C,0,Sin Mov
13784,TRU C-1295-PI,COPA P/DESBASTE PIEDRA TRUPER C-1295-PI,0,Sin Mov,0,Sin Mov,2,B,3,C,0,Sin Mov
14503,TRU EX-P4,EXTRACTOR DE POLEAS 4 EX-P4 TRUPER,0,Sin Mov,0,Sin Mov,2,B,3,Sin Mov,0,Sin Mov
14633,TRU FT-1,FORMON TRUPER 25MM FT-1 1,0,Sin Mov,0,Sin Mov,2,B,3,C,0,Sin Mov
,TRU LED-40GCB,FOCO LED VOLTECK BASIC LED- 40GCB L. CAL,10,B,0,B,0,A,10,Sin Mov,0,Sin Mov
12936,TRU REP-CAZ-2,CUCHILLAS P/CORTADORA AZULEJO P/CAZ-33/4,0,Sin Mov,7,B,0,A,9,C,0,Sin Mov
46624,TRU EMP-107S,LAMPARA EMP-107S D/EMP. DIRIGIBLE NEGRO,0,Sin Mov,5,A,1,A,0,C,0,Sin Mov
49086,TRU LL-18C,LLAVE TERMINAL 1/2 LL-18C CROMADA FOSET,0,Sin Mov,1,B,1,A,3,Sin Mov,0,Sin Mov
43303,TRU CL-40T,CANDADO HERMEX CL-40T LATON 40MM TUBULAR,4,B,0,B,0,B,3,C,0,Sin Mov
10837,TRU FUT-7,FUMIGADOR TRUPER 7 LTS. FUT-7,0,B,2,A,1,A,3,C,0,Sin Mov
14911,TRU GRAS-3,MINI GRASERA C/CARTUCHO GRAS-3 TRUPER,0,Sin Mov,0,A,1,A,3,Sin Mov,0,Sin Mov
17981,TRU ET-50X,GRAPADORA TRUPER ET-50X P/TRABAJO PESADO,0,Sin Mov,5,B,4,A,3,C,0,Sin Mov
46605,TRU TIM,TIMBRE VOLTECK 1 TONO TIM,0,Sin Mov,3,A,2,A,3,C,0,Sin Mov
11143,TRU CHA-19NC,CAJA P/HERRAMIENTA 19 CHA-19NC TRUPER C/,0,Sin Mov,0,Sin Mov,0,A,2,C,0,Sin Mov
48221,TRU REF-303L,REFLECTOR REF-303L LED 50W DELGADO,0,Sin Mov,2,B,3,A,2,C,0,Sin Mov
12640,TRU TP50ME,CINTA LARGA FIB. D/VIDRIO 50 MTS. TP50ME,0,Sin Mov,0,Sin Mov,3,A,3,C,0,Sin Mov
45787,TRU R-011,REGADERA FOSET AERO R-011 REDONDA CROMO,0,Sin Mov,0,Sin Mov,3,A,3,Sin Mov,0,Sin Mov
17166,TRU PRL-F,PALA REDONDA PRL-F M/LARGO FIB/VID. TRUP,0,Sin Mov,0,Sin Mov,5,B,3,Sin Mov,0,Sin Mov
QO320,CRE QO320,UNIDAD QO 320,0,Sin Mov,0,Sin Mov,2,B,3,Sin Mov,0,Sin Mov
15H730GI,GME SNG.50,SEDAL P/PESCA NATURAL GIMEX . 50MM X 100,0,Sin Mov,0,Sin Mov,1,B,3,Sin Mov,0,Sin Mov
44886,TRU ALPU12-34,ALAMBRE D/PUAS FIERO 350 MTS. CAL.12.5 3,0,Sin Mov,2,B,3,A,3,C,0,Sin Mov
PG3-A200,COF PG3-A200,PAQ. COFLEX PG3-A200 P/INSTAL. CILINDRO,0,Sin Mov,0,A,0,A,3,Sin Mov,0,Sin Mov
43798,TRU CHB-25L,CANDADO HERMEX CHB-25L HIERRO 25MM,3,C,8,C,3,A,3,A,0,Sin Mov
17124,TRU COAZ-3/4,CORTACIRCULOS C/DIAMANTE CORTES FINOS 1,3,C,2,B,1,B,8,Sin Mov,0,Sin Mov
20651,TRU CHAR-12P,CHAROLA P/MEZCLA 12 PLASTICO PRETUL CHAR,3,C,0,Sin Mov,2,A,2,A,7,C
,TRU MAN-20X5/8R,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,3,C,5,Sin Mov,0,B,0,B,0,Sin Mov
49462,TRU MR-200A,MANERAL FOSET BASIC MR-200A 2 PZAS. C/CH,3,Sin Mov,0,Sin Mov,3,B,6,Sin Mov,0,Sin Mov
16000,TRU MG-TR82,MANGO P/CORTADOR DE RAMAS ALTAS MG-TR-82,3,C,3,C,2,A,5,Sin Mov,0,Sin Mov
18099,TRU COBI-2 1/4,SIERRA CORTA CIRCULO BIMETALICO 57.1MM 2,3,Sin Mov,4,C,2,A,1,C,0,Sin Mov
10792,TRU SE-1214G,TRUPER SE-1214G SEGUETA BIMETALICA P/SAB,3,C,4,C,0,A,0,Sin Mov,0,Sin Mov
12372,IAD 12372,VENTILADOR DE PATO 12372,3,C,4,C,3,B,0,Sin Mov,0,Sin Mov
000809-5,BER 809-5,PINTURA VINIL BERELINTE 809 4 LTS.,3,Sin Mov,1,B,2,B,4,Sin Mov,2,Sin Mov
46667,TRU TAE-3/8A4,TAQUETE FIERO T/ARPON 10MM TAE-3/8A4 3/8,4,B,4,A,0,A,11,C,0,Sin Mov
49252,TRU E-052A,LLAVE EMP. FOSET BASIC 2 PZS. C/MAN/CHAP,15,C,0,Sin Mov,0,A,0,C,0,Sin Mov
007745-5,BER 7745-5,PINTURA VINIL KALOS TONE 7745 4 LTS.,2,C,3,C,6,A,4,Sin Mov,2,C
000820-5,BER 820-5,PINTURA VINIL BERELINTE 820 4 LTS.,3,C,3,C,1,A,3,C,0,C
14669,TRU CHS-900N,CHALECO CHS-900N BRIGADISTA C/REFLEJANTE,3,C,3,C,7,A,0,C,2,Sin Mov
101091,TRU PIPI-451,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-451,3,Sin Mov,3,C,2,B,0,Sin Mov,2,Sin Mov
44442,TRU ACO-BOLA-35,ACOPLADOR P/BOLA D/ARRASTRE FIERO 2 ACO-,3,C,3,Sin Mov,2,B,2,Sin Mov,0,Sin Mov
12122,TRU BES-13,BROCA TRUPER ESCALONADA 77MM 1/8-1/2 BES,3,Sin Mov,3,C,1,A,0,C,0,Sin Mov
101772,TRU CIAH-15G,CINTA ANTID. TRUPER 5M X 25MM GRIS CIAH,3,Sin Mov,3,C,1,B,4,B,0,Sin Mov
18167,TRU STD-18,SERROTE TRUPER DORADO 18 STD-18,3,Sin Mov,2,B,1,A,3,C,0,Sin Mov
100140,TRU PAR-16,PRENSA CON AJUSTE RAPIDO 6 PAR-16 TRUPE,3,C,2,A,0,B,3,C,0,Sin Mov
23051,TRU VEVI-2,COPA DE SUCCION P/VIDRIO C/2 COPAS VEVI-,3,Sin Mov,3,B,3,B,3,C,0,Sin Mov
13056,TRU CU-1,CUÑA P/CONCRETO TRUPER 25MM CU-1 1 X 40,3,Sin Mov,2,Sin Mov,2,A,6,C,0,Sin Mov
13475,TRU CHS-700N,CHALECO CHS-700N NARANJA C/REFLEJANTE TR,3,C,2,C,3,A,5,C,0,Sin Mov
101236,TRU SDM-P,CINCEL SDM-P D/PUNTA 16 TRUPER,3,Sin Mov,2,C,2,A,4,C,0,Sin Mov
17340,TRU PSA-9,PINZA SACABOCADOS 9 PSA-9 TRUPER,3,Sin Mov,2,C,1,A,3,Sin Mov,0,Sin Mov
101090,TRU PIPI-450,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-450,3,C,2,C,3,B,0,Sin Mov,2,Sin Mov
49684,TRU AQF-83,MEZCLADORA FOSET AQUA AQF-83 MONOMANDO P,3,Sin Mov,2,C,3,B,2,C,0,Sin Mov
11097,TRU PIPI-410,PISTOLA P/PINTAR TRUPER D/GRAV. PIPI-410,3,C,2,C,2,B,1,C,3,C
100826,TRU PROSO-2M,MANGAS D/MEZCLILLA P/SOLDAR TRUPE PROSO-,3,C,2,Sin Mov,2,B,1,C,0,Sin Mov
10970,TRU BC-12M,BERBIQUI TRUPER PROF. PERILLA MADERA BC-,3,Sin Mov,2,C,3,B,1,C,0,Sin Mov
19800,TRU GRT-21,GRIFA 2 BOCAS 5/8-3/4 GRT-21 TRUPER,3,Sin Mov,2,C,0,A,3,A,0,Sin Mov
10077,TRU HIDR-1/2X24,BOMBA HIDRONEUMATICA TRUPER 1/2HP 24LTS.,2,Sin Mov,1,B,3,A,1,C,0,Sin Mov
49692,TRU AQM-51,MEZCLADORA FOSET AQUA AQM-51 P/LAVABO,3,C,1,C,4,A,3,C,0,Sin Mov
49407,TRU AQF-85,MEZCLADORA FOSET AQUA AQF-85 MONOMANDO,3,Sin Mov,1,C,4,A,2,Sin Mov,0,Sin Mov
12832,TRU CP-18X,CORTAPERNOS TRUPER 18 CP-18X,2,Sin Mov,1,B,2,A,1,C,0,Sin Mov
100292,TRU COMBOR-1/2N6,COMBOR-1/2N6 TRUPER ROTOMARTILLO C/6 BRO,3,C,1,C,3,A,1,Sin Mov,2,Sin Mov
19237,TRU PILIM-683,PISTOLA P/LIMPIEZA DE MOTORES 90PSI PIL,3,C,1,C,2,B,1,Sin Mov,0,Sin Mov
14196,TRU DTJ-7D,DESARMADOR DE 6 PZAS. DIELECTRICOS DTJ-,2,C,1,B,-2,A,0,C,0,Sin Mov
10890,TRU GAV-3,GAVETAS PLASTICAS APILABLES 3 TRUPER GAV,0,Sin Mov,0,Sin Mov,0,A,0,Sin Mov,0,Sin Mov
16798,TRU LIBI-K2,LINTERNA P/BICICLETA D/LED 2 PZAS. DELAN,3,C,2,B,3,B,0,C,0,Sin Mov
49251,TRU E-052,LLAVE EMP. FOSET BASIC 2 PZS. C/MAN/CHAP,3,C,2,B,0,A,0,A,0,Sin Mov
49985,TRU CE-210,CESPOL FOSET LATON CE-210 P/LAVABO S/CON,3,C,0,Sin Mov,1,B,0,Sin Mov,0,Sin Mov
17103,TRU MALE-18,MALETA PORTAHERRAMIENTA TRUPER 18 MALE-1,3,Sin Mov,0,B,0,B,0,Sin Mov,0,Sin Mov
12850,TRU COT-16,CORTADOR D/TUBO COT-16 TRUPER,3,C,4,A,6,A,0,A,0,Sin Mov
14245,TRU GU-235,GUANTE TRUPER GU-235 TELA Y CARNAZA,3,C,8,B,0,A,5,A,0,Sin Mov
14659,TRU ROTO-1/2A9,TRUPER ROTO-1/2A9 ROTOMARTILLO 1/2 V.V.R,3,C,2,B,0,A,1,B,0,Sin Mov
,TRU MAN-25X5/8R,MANGUERA P/JARDIN TRUPER REF. 3 CAPAS MA,3,C,4,B,0,A,0,Sin Mov,0,Sin Mov
15309,TRU LPB-6T,LIMA TRUPER PLANA BASTARDA C/MANGO LPB-,3,C,3,A,1,A,6,B,0,Sin Mov
22851,TRU RE-10PX,REMACHADORA 10 PRETUL RE-10PX BOQ. 3/325,3,C,2,A,0,A,2,A,0,Sin Mov
11239,TRU BCT-5/8X12,BROCA P/CONCRETO TRUPER 14 5/8 X 12 BCT-,3,C,0,A,0,B,0,Sin Mov,0,Sin Mov
22880,TRU DECA-15P,DESTAPACAÑOS PRETUL DECA-15P 4.5 MTS X 1,3,C,3,B,1,A,0,B,0,Sin Mov
000834-5,BER 834-5,PINTURA VINIL BERELINTE 834 4 LTS.,3,C,1,B,1,A,2,A,5,A
26005,TRU CASO-300-P,CARETA P/SOLDADOR C/LENTE ABATIBLE PRETU,3,C,6,A,0,A,0,B,0,Sin Mov
18098,TRU COBI-2 1/8,SIERRA CORTA CIRCULO BIMETALICO 53.9MM 2,3,Sin Mov,0,B,2,B,0,C,0,Sin Mov
17196,TRU TR-BYFC,PALA CUADRADA TR-BYFC CAJUELERA FIB/VID.,3,Sin Mov,0,Sin Mov,4,A,0,C,0,Sin Mov
43181,TRU BIP-153,BISAGRA DE PISO HERMEX BIP-153 CROMO,3,Sin Mov,1,B,3,A,0,Sin Mov,0,Sin Mov
103114,TRU CP-8X,CORTAPERNOS TRUPER 8 CP-8X PROFESIONAL,3,Sin Mov,0,Sin Mov,3,B,0,Sin Mov,0,Sin Mov
43421,TRU CL-50X,CANDADO HERMEX CL-50X LATON 50MM,3,C,1,B,3,A,0,Sin Mov,0,Sin Mov
43473,TRU CEPO-11R,CERRADURA HERMEX CEPO-11R C/LLAVE LATON,3,C,0,B,1,A,4,B,0,Sin Mov
15407,TRU ESM-4,ESCUADRA TRUPER MAGNETICA ESM-4 CAP. 23,3,C,4,B,1,A,4,B,0,Sin Mov
13985,TRU PROCO-20X,PROBADOR D/CORRIENTE PROCO-20X 6/12V TRU,2,C,2,B,3,A,1,B,0,Sin Mov
18090,TRU COBI-1 1/8,SIERRA CORTA CIRCULO BIMETALICO 28.5MM 1,3,C,0,B,2,A,3,B,0,Sin Mov
49691,TRU AQM-62,MEZCLADORA FOSET AQUA AQM-62 P/LAVABO,3,Sin Mov,2,A,1,A,1,B,0,Sin Mov
003123-5,BER 3123-5,MANO TALLER 3123-5 SECADO RAPIDO BLANCO,3,C,0,Sin Mov,1,B,0,Sin Mov,0,B
45129,TRU CPVC-221,CPVC COPLE 19-13 REDUCIDO 3/4 X 1/2 CPVC,29,C,20,C,0,B,21,B,0,Sin Mov
6607,IAD AD-6607,ADIR AD-6607 TUBO LED TRANSP/PIN T8 ALUM,0,Sin Mov,23,C,0,B,0,Sin Mov,0,Sin Mov
C40RB3819,MME. 40RB38-19,REDUCCION HIDRAUL. 38X19MM 1 1/2 X 3/4,0,Sin Mov,0,C,2,B,22,Sin Mov,0,Sin Mov
20947,TRU CP-24P,CORTAPERNOS PRETUL 24 CP-24P,2,C,1,A,3,A,2,Sin Mov,0,Sin Mov
26070,TRU LIRE-200P,LINTERNA RECARGABLE C/LUZ DE EMERGENCIA,0,Sin Mov,2,C,2,A,5,C,0,Sin Mov
000898-5,BER 898-5,PINTURA VINIL BERELINTE 898 4 LTS.,0,Sin Mov,2,Sin Mov,0,B,4,Sin Mov,4,B
